research_period,market_state,stock_state,total_n,binary_n,favorable_n,adverse_n,both_n,unresolved_n,favorable_first_pct,c3_confirmation_pct,avg_mfe_pct,avg_mae_pct,symbol_n,trade_date_n,market_feature,stock_feature
VALIDATION,MAJORITY_OPPOSING,MULTIPLE,149,148,74,74,1,0,50.0,44.29530201342282,2.4216600698371153,1.5667411321626084,79,41,market_3idx_prior_5d_state,aligned_exhaustion_state
VALIDATION,MAJORITY_OPPOSING,NONE,318,311,173,138,5,2,55.62700964630225,53.77358490566038,1.7906752004069042,1.2858493385329668,97,48,market_3idx_prior_5d_state,aligned_exhaustion_state
VALIDATION,MAJORITY_OPPOSING,ONE,128,126,67,59,2,0,53.17460317460318,47.65625,1.9202473010523289,1.433448243272974,74,43,market_3idx_prior_5d_state,aligned_exhaustion_state
DISCOVERY,ALL_3_ALIGNED,ALIGNED,257,249,111,138,0,8,44.57831325301205,47.08171206225681,1.1721238077389273,1.395972425860055,80,47,market_3idx_prior_4w_state,weekly_trend_state
DISCOVERY,ALL_3_ALIGNED,MIXED,248,239,122,117,0,9,51.04602510460251,47.983870967741936,1.180910761100447,1.3254470297513476,90,47,market_3idx_prior_4w_state,weekly_trend_state
DISCOVERY,ALL_3_ALIGNED,OPPOSING,125,120,63,57,0,5,52.5,47.2,1.0049476654222818,1.3103373257178923,48,45,market_3idx_prior_4w_state,weekly_trend_state
DISCOVERY,ALL_3_ALIGNED,UNKNOWN,859,843,404,439,2,14,47.92408066429419,42.49126891734575,1.2646602568471423,1.1820791839257578,112,68,market_3idx_prior_4w_state,weekly_trend_state
DISCOVERY,ALL_3_OPPOSING,ALIGNED,122,121,68,53,0,1,56.19834710743802,50.81967213114754,1.4474064895760057,1.0292502739797018,50,43,market_3idx_prior_4w_state,weekly_trend_state
DISCOVERY,ALL_3_OPPOSING,MIXED,220,214,118,96,1,5,55.14018691588785,49.09090909090909,1.7538114838248258,1.1261110830753671,83,46,market_3idx_prior_4w_state,weekly_trend_state
DISCOVERY,ALL_3_OPPOSING,OPPOSING,269,263,137,126,0,6,52.09125475285171,50.55762081784387,1.7474922953800498,1.2872516451599223,87,47,market_3idx_prior_4w_state,weekly_trend_state
DISCOVERY,ALL_3_OPPOSING,UNKNOWN,920,900,422,478,6,14,46.888888888888886,42.06521739130435,1.1137130580760661,1.2543530842012245,112,68,market_3idx_prior_4w_state,weekly_trend_state
DISCOVERY,MAJORITY_ALIGNED,ALIGNED,86,85,51,34,0,1,60.0,53.48837209302326,1.4429733839598313,1.019146887335011,54,18,market_3idx_prior_4w_state,weekly_trend_state
DISCOVERY,MAJORITY_ALIGNED,MIXED,98,96,56,40,0,2,58.333333333333336,47.95918367346939,1.4293666577839794,1.240342772207494,55,18,market_3idx_prior_4w_state,weekly_trend_state
DISCOVERY,MAJORITY_ALIGNED,OPPOSING,74,73,51,22,0,1,69.86301369863014,48.648648648648646,1.9762265253497426,1.2259044313644671,54,18,market_3idx_prior_4w_state,weekly_trend_state
DISCOVERY,MAJORITY_ALIGNED,UNKNOWN,41,41,27,14,0,0,65.85365853658537,53.65853658536585,1.1714500129153977,1.100319108247895,37,5,market_3idx_prior_4w_state,weekly_trend_state
DISCOVERY,MAJORITY_OPPOSING,ALIGNED,96,95,52,43,0,1,54.73684210526316,43.75,1.3109470166977453,1.98319832161168,65,18,market_3idx_prior_4w_state,weekly_trend_state
DISCOVERY,MAJORITY_OPPOSING,MIXED,114,111,65,46,3,0,58.55855855855856,47.36842105263158,1.480192465297125,1.3008979140743415,67,19,market_3idx_prior_4w_state,weekly_trend_state
DISCOVERY,MAJORITY_OPPOSING,OPPOSING,77,73,46,27,1,3,63.013698630136986,45.45454545454545,1.4891356361400714,0.9912412067259169,49,18,market_3idx_prior_4w_state,weekly_trend_state
DISCOVERY,MAJORITY_OPPOSING,UNKNOWN,80,77,24,53,1,2,31.16883116883117,36.25,0.9730563904898929,1.5806381818041915,61,5,market_3idx_prior_4w_state,weekly_trend_state
DISCOVERY,UNKNOWN,UNKNOWN,487,478,263,215,0,9,55.02092050209205,54.0041067761807,1.1749754320702166,1.149971884429119,111,19,market_3idx_prior_4w_state,weekly_trend_state
VALIDATION,ALL_3_ALIGNED,ALIGNED,565,555,282,273,5,5,50.810810810810814,47.610619469026545,1.7763134868720767,1.4729838785565703,103,102,market_3idx_prior_4w_state,weekly_trend_state
VALIDATION,ALL_3_ALIGNED,MIXED,578,567,278,289,9,2,49.029982363315696,42.38754325259516,1.4801932330095808,1.479107060610679,112,104,market_3idx_prior_4w_state,weekly_trend_state
VALIDATION,ALL_3_ALIGNED,OPPOSING,267,264,123,141,3,0,46.59090909090909,47.940074906367045,1.7398037198347935,1.4095643080445426,73,83,market_3idx_prior_4w_state,weekly_trend_state
VALIDATION,ALL_3_OPPOSING,ALIGNED,289,286,142,144,3,0,49.65034965034965,47.75086505190311,1.5733690468126134,1.7843682527161597,82,95,market_3idx_prior_4w_state,weekly_trend_state
VALIDATION,ALL_3_OPPOSING,MIXED,515,508,248,260,4,3,48.818897637795274,47.96116504854369,1.6103813817892096,1.4585346475483043,108,104,market_3idx_prior_4w_state,weekly_trend_state
VALIDATION,ALL_3_OPPOSING,OPPOSING,560,543,289,254,6,11,53.22283609576427,50.0,1.6631929691591505,1.4700599217812955,101,104,market_3idx_prior_4w_state,weekly_trend_state
VALIDATION,MAJORITY_ALIGNED,ALIGNED,193,190,90,100,2,1,47.36842105263158,46.1139896373057,1.5908735190168506,1.5423753636543476,82,50,market_3idx_prior_4w_state,weekly_trend_state
VALIDATION,MAJORITY_ALIGNED,MIXED,236,230,109,121,6,0,47.391304347826086,45.76271186440678,1.604893943279708,2.0115571866721647,88,53,market_3idx_prior_4w_state,weekly_trend_state
VALIDATION,MAJORITY_ALIGNED,OPPOSING,204,201,104,97,2,1,51.74129353233831,45.588235294117645,1.7608541748253228,1.5040131847992724,84,51,market_3idx_prior_4w_state,weekly_trend_state
VALIDATION,MAJORITY_OPPOSING,ALIGNED,218,213,93,120,5,0,43.66197183098591,44.03669724770642,1.8151489384859594,1.7866882785033893,93,51,market_3idx_prior_4w_state,weekly_trend_state
VALIDATION,MAJORITY_OPPOSING,MIXED,286,272,129,143,11,3,47.4264705882353,52.7972027972028,1.6836481416168396,1.4998186674281584,95,52,market_3idx_prior_4w_state,weekly_trend_state
VALIDATION,MAJORITY_OPPOSING,OPPOSING,223,211,111,100,11,1,52.60663507109005,51.5695067264574,1.9829063743868263,1.6222953072200335,82,53,market_3idx_prior_4w_state,weekly_trend_state
