hypothesis_id,hypothesis_label,feature_a,state_a,feature_b,state_b,research_period_discovery,baseline_favorable_first_pct_discovery,feature_a_binary_n_discovery,feature_a_favorable_first_pct_discovery,feature_b_binary_n_discovery,feature_b_favorable_first_pct_discovery,lift_vs_baseline_pp_discovery,incremental_vs_feature_a_pp_discovery,incremental_vs_feature_b_pp_discovery,total_n_discovery,binary_n_discovery,favorable_n_discovery,adverse_n_discovery,both_n_discovery,unresolved_n_discovery,favorable_first_pct_discovery,avg_mfe_pct_discovery,avg_mae_pct_discovery,median_mfe_pct_discovery,median_mae_pct_discovery,symbol_n_discovery,trade_date_n_discovery,research_period_validation,baseline_favorable_first_pct_validation,feature_a_binary_n_validation,feature_a_favorable_first_pct_validation,feature_b_binary_n_validation,feature_b_favorable_first_pct_validation,lift_vs_baseline_pp_validation,incremental_vs_feature_a_pp_validation,incremental_vs_feature_b_pp_validation,total_n_validation,binary_n_validation,favorable_n_validation,adverse_n_validation,both_n_validation,unresolved_n_validation,favorable_first_pct_validation,avg_mfe_pct_validation,avg_mae_pct_validation,median_mfe_pct_validation,median_mae_pct_validation,symbol_n_validation,trade_date_n_validation,passes_sample_gate,discovery_effect_sign,validation_effect_sign,same_effect_direction,effect_type,validation_minus_discovery_lift_pp,discovery_abs_lift_pp,discovery_rank_within_hypothesis
H1B,STRUCTURE_CLEARANCE_X_3IDX_5D_REGIME,session_level_clear_state,NONE_CLEARED,market_3idx_prior_5d_state,ALL_3_OPPOSING,DISCOVERY,51.00539480137322,1122,49.376114081996434,1595,51.5987460815047,0.994605198626779,2.623885918003566,0.4012539184952999,490,475,247,228,1,14,52.0,1.2272480786533075,1.1720411940655002,0.8834616619648141,0.7980419470587756,109,112,VALIDATION,49.45544554455446,1285,48.793774319066145,1366,52.928257686676424,2.4195544554455424,3.081225680933855,-1.0532576866764245,491,480,249,231,3,8,51.875,1.6702967957351063,1.5409567979295467,1.2522495500899937,1.1070836556525459,105,99,True,1.0,1.0,True,POSITIVE_REPLICATING,1.4249492568187634,0.994605198626779,19.0
H2A,STRUCTURE_CLEARANCE_X_RELATIVE_MULTI_HORIZON,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_OPPOSING,DISCOVERY,51.00539480137322,886,54.853273137697514,1271,52.950432730133755,5.164817964584223,1.3169396282599308,3.219780035823689,242,235,132,103,5,2,56.170212765957444,1.338674609675232,1.337394892760798,1.0770101450932623,0.9865798873991355,94,111,VALIDATION,49.45544554455446,961,51.925078043704474,1389,50.82793376529877,1.9848836735525381,-0.4847488255974781,0.6123954528082223,248,243,125,118,4,1,51.440329218106996,1.7333185166467124,1.376558180423812,1.324783943168323,0.9510282428020665,93,107,True,1.0,1.0,True,POSITIVE_REPLICATING,-3.1799342910316852,5.164817964584223,3.0
H2A,STRUCTURE_CLEARANCE_X_RELATIVE_MULTI_HORIZON,session_level_clear_state,TWO_OF_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,DISCOVERY,51.00539480137322,1120,49.82142857142857,1312,48.93292682926829,-4.338728134706557,-3.154761904761905,-2.2662601626016254,350,345,161,184,1,4,46.666666666666664,1.2153716611109757,1.3062535764072296,0.8810965455508544,0.9960264683510015,106,131,VALIDATION,49.45544554455446,1064,49.62406015037594,1350,48.96296296296296,-1.791894142685301,-1.9605087485067827,-1.2994115610938053,329,321,153,168,7,1,47.66355140186916,1.7535949992044881,1.612732417628786,1.1005569261223531,1.133739239974804,104,136,True,-1.0,-1.0,True,NEGATIVE_REPLICATING,2.5468339920212557,4.338728134706557,4.0
H2A,STRUCTURE_CLEARANCE_X_RELATIVE_MULTI_HORIZON,session_level_clear_state,NONE_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,DISCOVERY,51.00539480137322,1122,49.376114081996434,1312,48.93292682926829,-4.163289538215324,-2.5340088188385366,-2.0908215661103924,388,380,178,202,0,8,46.8421052631579,1.2253358857421048,1.274585627408156,0.8553541929706177,0.8678117913449404,105,132,VALIDATION,49.45544554455446,1285,48.793774319066145,1350,48.96296296296296,-4.094620802286414,-3.4329495767981015,-3.6021382206949184,401,388,176,212,6,7,45.36082474226804,1.555503129506928,1.660769760467208,1.141866748228582,1.1590375586854553,106,136,True,-1.0,-1.0,True,NEGATIVE_REPLICATING,0.06866873592890954,4.163289538215324,5.0
H2A,STRUCTURE_CLEARANCE_X_RELATIVE_MULTI_HORIZON,session_level_clear_state,ONE_OF_3_CLEARED,relative_multi_horizon_state,RELATIVE_OPPOSING,DISCOVERY,51.00539480137322,830,52.04819277108434,1271,52.950432730133755,3.889710093731672,2.8469121240205553,1.9446721649711378,296,286,157,129,0,10,54.89510489510489,1.362429691786481,1.2132399490680146,1.0147966166110898,0.8379764518736041,100,135,VALIDATION,49.45544554455446,709,47.249647390691116,1389,50.82793376529877,2.0151426907396583,4.220940844603,0.6426544699953425,280,272,140,132,7,1,51.470588235294116,1.6659505329144753,1.5818230995703113,1.2298735279938848,1.0825606110667834,101,125,True,1.0,1.0,True,POSITIVE_REPLICATING,-1.8745674029920139,3.889710093731672,7.0
H2A,STRUCTURE_CLEARANCE_X_RELATIVE_MULTI_HORIZON,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,DISCOVERY,51.00539480137322,886,54.853273137697514,1312,48.93292682926829,3.5117391550130748,-0.3361391813112178,5.584207127118006,327,321,175,146,2,4,54.517133956386296,1.4273195093226403,1.2756088344044472,1.0598561957232149,0.8937380894865488,102,123,VALIDATION,49.45544554455446,961,51.925078043704474,1350,48.96296296296296,3.2945544554455424,0.8249219562955261,3.787037037037038,407,400,211,189,6,1,52.75,1.7698538037509266,1.676028039620913,1.2741389607803972,1.2167563008806686,110,135,True,1.0,1.0,True,POSITIVE_REPLICATING,-0.2171846995675324,3.5117391550130748,8.0
H2A,STRUCTURE_CLEARANCE_X_RELATIVE_MULTI_HORIZON,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,MIXED,DISCOVERY,51.00539480137322,886,54.853273137697514,1354,49.77843426883309,2.3279385319601147,-1.5199398043641779,3.5548990645002476,321,315,168,147,2,4,53.333333333333336,1.4361722614866166,1.402224549460357,1.0539137803198861,1.0458356917106704,96,127,VALIDATION,49.45544554455446,961,51.925078043704474,1301,48.50115295926211,1.802416090665666,-0.6672164084843502,2.7567086759580164,325,318,163,155,7,0,51.257861635220124,1.687036461349207,1.7031173217835258,1.2564408197049264,1.1963737243634163,102,133,True,1.0,1.0,True,POSITIVE_REPLICATING,-0.5255224412944486,2.3279385319601147,11.0
H2A,STRUCTURE_CLEARANCE_X_RELATIVE_MULTI_HORIZON,session_level_clear_state,NONE_CLEARED,relative_multi_horizon_state,RELATIVE_OPPOSING,DISCOVERY,51.00539480137322,1122,49.376114081996434,1271,52.950432730133755,1.053428728038547,2.682709447415334,-0.8916092007219873,351,340,177,163,0,11,52.05882352941177,1.2855050484999744,1.1670263797072125,0.8841732979663982,0.7749912922326763,105,130,VALIDATION,49.45544554455446,1285,48.793774319066145,1389,50.82793376529877,1.392012082564186,2.0536833080524985,0.019523861819870092,479,472,240,232,4,3,50.847457627118644,1.6372665040097965,1.5102891889932992,1.1185045250777004,1.0883648613630517,105,146,True,1.0,1.0,True,POSITIVE_REPLICATING,0.3385833545256389,1.053428728038547,13.0
H2A,STRUCTURE_CLEARANCE_X_RELATIVE_MULTI_HORIZON,session_level_clear_state,ONE_OF_3_CLEARED,relative_multi_horizon_state,MIXED,DISCOVERY,51.00539480137322,830,52.04819277108434,1354,49.77843426883309,-0.8287163561435378,-1.8715143258546547,0.39824417639659515,286,283,142,141,0,3,50.17667844522968,1.1040638620283563,1.305856253988606,0.7462824936345804,0.9378813602671668,102,125,VALIDATION,49.45544554455446,709,47.249647390691116,1301,48.50115295926211,-11.831683168316836,-9.625885014453495,-10.877390583024486,208,202,76,126,3,3,37.62376237623762,1.4952317839215576,1.727991742631,1.1111152501205974,1.2046589396262137,89,112,True,-1.0,-1.0,True,NEGATIVE_REPLICATING,-11.002966812173298,0.8287163561435378,14.0
H2B,STRUCTURE_CLEARANCE_X_RELATIVE_STRENGTH_5D,session_level_clear_state,NONE_CLEARED,directional_stock_vs_market_avg_5d_pct__state,RELATIVE_ALIGNED,DISCOVERY,51.00539480137322,1122,49.376114081996434,2009,49.32802389248382,-3.5508493468277678,-1.9215686274509807,-1.8734784379383669,565,550,261,289,1,14,47.45454545454545,1.2471039065968852,1.2443262196458516,0.865041437299623,0.8791208791208778,111,143,VALIDATION,49.45544554455446,1285,48.793774319066145,1959,49.668198060234815,-2.104452167071017,-1.4427809415827042,-2.317204682751374,624,604,286,318,9,11,47.35099337748344,1.6889376729893786,1.588344884524627,1.1724275087195801,1.101344281924085,110,149,True,-1.0,-1.0,True,NEGATIVE_REPLICATING,1.446397179756751,3.5508493468277678,4.0
H2B,STRUCTURE_CLEARANCE_X_RELATIVE_STRENGTH_5D,session_level_clear_state,ALL_3_CLEARED,directional_stock_vs_market_avg_5d_pct__state,RELATIVE_ALIGNED,DISCOVERY,51.00539480137322,886,54.853273137697514,2009,49.32802389248382,2.611626475222522,-1.2362518611017705,4.288997384111923,479,470,252,218,2,7,53.61702127659574,1.439025171305154,1.3222141197934274,1.0189771438801798,0.9338574447297296,108,144,VALIDATION,49.45544554455446,961,51.925078043704474,1959,49.668198060234815,4.734498589523753,2.2648660903737365,4.521746073843396,548,537,291,246,10,1,54.18994413407821,1.8009335321131446,1.6031821398180337,1.3952539333367384,1.174953285974651,109,150,True,1.0,1.0,True,POSITIVE_REPLICATING,2.122872114301231,2.611626475222522,6.0
H2B,STRUCTURE_CLEARANCE_X_RELATIVE_STRENGTH_5D,session_level_clear_state,ONE_OF_3_CLEARED,directional_stock_vs_market_avg_5d_pct__state,RELATIVE_ALIGNED,DISCOVERY,51.00539480137322,830,52.04819277108434,2009,49.32802389248382,-1.3851416368162575,-2.4279396065273744,0.2922292720731434,404,395,196,199,1,8,49.620253164556964,1.304082363175123,1.2208153014422989,0.851910528217207,0.7922451973265039,106,136,VALIDATION,49.45544554455446,709,47.249647390691116,1959,49.668198060234815,-4.33349432504226,-2.1276961711789184,-4.546246840722617,334,328,148,180,4,2,45.1219512195122,1.6256921710414913,1.5701566475782205,1.1271543360796838,1.1144017123575956,106,129,True,-1.0,-1.0,True,NEGATIVE_REPLICATING,-2.9483526882260023,1.3851416368162575,8.0
H2B,STRUCTURE_CLEARANCE_X_RELATIVE_STRENGTH_5D,session_level_clear_state,TWO_OF_3_CLEARED,directional_stock_vs_market_avg_5d_pct__state,RELATIVE_OPPOSING,DISCOVERY,51.00539480137322,1120,49.82142857142857,1928,51.76348547717842,-0.2807571202137993,0.9032091097308523,-1.0388477960189988,564,552,280,272,2,10,50.72463768115942,1.3118753014899636,1.1486537003056903,0.9322624948422511,0.8211369422966253,111,144,VALIDATION,49.45544554455446,1064,49.62406015037594,2081,49.255165785679964,-0.8206332578650404,-0.9892478636865221,-0.6203534989905464,598,586,285,301,10,2,48.63481228668942,1.6196512481769205,1.4970210106040052,1.1174525617612228,1.138470510572441,112,152,True,-1.0,-1.0,True,NEGATIVE_REPLICATING,-0.5398761376512411,0.2807571202137993,10.0
H3A,PREMARKET_RVOL_X_C2_BREAK_COUNT,premarket_rvol_20d_discovery_state,LOW,c2_break_count_state,ONE_C2_LEVEL_BREAK,DISCOVERY,51.00539480137322,747,49.129852744310575,899,52.05784204671858,-7.527133931808002,-5.651591874745357,-8.579581177153358,163,161,70,91,0,2,43.47826086956522,1.089672705761207,1.1036972983780682,0.7840342124019916,0.8180062061019604,84,91,VALIDATION,49.45544554455446,630,46.666666666666664,806,47.39454094292804,-5.977184674989239,-3.1884057971014457,-3.9162800733628202,138,138,60,78,0,0,43.47826086956522,1.5874044096090805,1.5006972967836887,1.0610388780734348,1.147555396173765,69,80,True,-1.0,-1.0,True,NEGATIVE_REPLICATING,1.5499492568187634,7.527133931808002,4.0
H3A,PREMARKET_RVOL_X_C2_BREAK_COUNT,premarket_rvol_20d_discovery_state,HIGH,c2_break_count_state,NO_C2_LEVEL_BREAK,DISCOVERY,51.00539480137322,755,49.80132450331126,2899,50.948602966540186,1.299569737633874,2.503640035695838,1.3563615724669091,575,564,295,269,7,4,52.304964539007095,1.460426523521479,1.5112525702238657,0.9820666097352617,1.0983594991817223,107,142,VALIDATION,49.45544554455446,747,51.40562248995984,2942,50.4418762746431,0.016385441361038033,-1.9337915040443434,-0.9700452887276043,597,568,281,287,26,3,49.471830985915496,1.9080061195447244,1.7055195498843374,1.44109797941289,1.1930669982900644,108,147,True,1.0,1.0,True,POSITIVE_REPLICATING,-1.283184296272836,1.299569737633874,10.0
H3B,PREMARKET_RVOL_X_LEVEL_CLUSTER,premarket_rvol_20d_discovery_state,MODERATE,relevant_level_cluster_state,TIGHT_CLUSTER,DISCOVERY,51.00539480137322,2255,51.175166297117514,794,53.022670025188916,2.804129008150589,2.6343575124062966,0.7868537843348946,442,420,226,194,0,22,53.80952380952381,1.027081996188359,0.9134006285921683,0.774556606525243,0.6325531368784003,99,136,VALIDATION,49.45544554455446,2642,49.621498864496594,553,50.27124773960217,0.2667766776677638,0.10072335772562724,-0.5490255173799454,369,360,179,181,0,9,49.72222222222222,1.1404876815606486,1.090709541139936,0.7969201154956662,0.8061009465832585,100,142,True,1.0,1.0,True,POSITIVE_REPLICATING,-2.5373523304828254,2.804129008150589,6.0
H3B,PREMARKET_RVOL_X_LEVEL_CLUSTER,premarket_rvol_20d_discovery_state,LOW,relevant_level_cluster_state,MODERATE_CLUSTER,DISCOVERY,51.00539480137322,747,49.129852744310575,2431,51.54257507198684,-2.775306305797997,-0.8997642487353517,-3.312486576411615,466,452,218,234,0,14,48.230088495575224,1.0635767005116437,1.0947795826001454,0.77933470663335,0.7913606983033623,109,128,VALIDATION,49.45544554455446,630,46.666666666666664,2245,48.55233853006681,-3.3414559072487577,-0.5526770293609644,-2.4383488927611126,389,386,178,208,0,3,46.1139896373057,1.42356407768258,1.3974508412021978,1.027311450764223,1.0163603502100886,107,130,True,-1.0,-1.0,True,NEGATIVE_REPLICATING,-0.5661496014507605,2.775306305797997,7.0
H3B,PREMARKET_RVOL_X_LEVEL_CLUSTER,premarket_rvol_20d_discovery_state,HIGH,relevant_level_cluster_state,MODERATE_CLUSTER,DISCOVERY,51.00539480137322,755,49.80132450331126,2431,51.54257507198684,0.9553895123522693,2.1594598104142335,0.41820924173865137,414,408,212,196,2,4,51.96078431372549,1.3015039480253514,1.297949143181886,0.8943920377461921,1.0196229840722197,105,138,VALIDATION,49.45544554455446,747,51.40562248995984,2245,48.55233853006681,0.6870045978956867,-1.2631723475096948,1.5901116123833319,356,351,176,175,4,1,50.142450142450144,1.4236482855280062,1.3320174130075013,1.0224737035204479,0.9813424929591712,103,130,True,1.0,1.0,True,POSITIVE_REPLICATING,-0.26838491445658264,0.9553895123522693,10.0
H3B,PREMARKET_RVOL_X_LEVEL_CLUSTER,premarket_rvol_20d_discovery_state,LOW,relevant_level_cluster_state,TIGHT_CLUSTER,DISCOVERY,51.00539480137322,747,49.129852744310575,794,53.022670025188916,-0.0794688754472972,1.7960731816153483,-2.0967440992629918,224,216,110,106,0,8,50.925925925925924,0.8903400339380049,0.9600750171508157,0.6792786349930662,0.6086896637749525,89,95,VALIDATION,49.45544554455446,630,46.666666666666664,553,50.27124773960217,-3.9330574848529665,-1.1442786069651731,-4.748859679900676,136,134,61,73,0,2,45.52238805970149,1.1665740478218547,1.2668604268818153,0.9876113665986381,1.0126683555569158,78,78,True,-1.0,-1.0,True,NEGATIVE_REPLICATING,-3.8535886094056693,0.0794688754472972,12.0
H4A,C2_EXHAUSTION_X_STRUCTURE_CLEARANCE,exhaustion_state,NONE,session_level_clear_state,ALL_3_CLEARED,DISCOVERY,51.00539480137322,2517,52.44338498212157,886,54.853273137697514,6.889342040732039,5.4513518599836885,3.0414637044077466,428,418,242,176,1,9,57.89473684210526,1.2211091431813423,1.1096923712684381,0.9563948761488521,0.7593026781719832,108,141,VALIDATION,49.45544554455446,2063,50.26660203587009,961,51.925078043704474,2.8991250925646526,2.087968601249017,0.4294925934146363,366,361,189,172,5,0,52.35457063711911,1.4646683199923083,1.2535269174571304,1.1128092018522875,0.9424818535628172,99,133,True,1.0,1.0,True,POSITIVE_REPLICATING,-3.9902169481673866,6.889342040732039,3.0
H4A,C2_EXHAUSTION_X_STRUCTURE_CLEARANCE,exhaustion_state,MULTIPLE,session_level_clear_state,ONE_OF_3_CLEARED,DISCOVERY,51.00539480137322,850,48.588235294117645,830,52.04819277108434,-5.76729956327798,-3.350140056022404,-6.810097532989097,128,126,57,69,1,1,45.23809523809524,1.9779566545013378,1.6524460967739478,1.3105372535479327,1.2231304712946867,66,90,VALIDATION,49.45544554455446,1323,48.52607709750567,709,47.249647390691116,-5.9070584477802655,-4.977690000731478,-3.701260293916924,196,186,81,105,10,0,43.54838709677419,2.2507898733744676,2.0437715163917467,1.5942280488401483,1.470843670936303,80,107,True,-1.0,-1.0,True,NEGATIVE_REPLICATING,-0.13975888450228524,5.76729956327798,4.0
H4A,C2_EXHAUSTION_X_STRUCTURE_CLEARANCE,exhaustion_state,ONE,session_level_clear_state,NONE_CLEARED,DISCOVERY,51.00539480137322,711,48.80450070323488,1122,49.376114081996434,-4.8097426274601744,-2.6088485293218326,-3.1804619080833874,186,184,85,99,0,2,46.19565217391305,1.1857380846665178,1.0299645819078336,0.8500818538803512,0.8353872321556606,91,112,VALIDATION,49.45544554455446,654,48.776758409785934,1285,48.793774319066145,-5.224676313785224,-4.545989179016701,-4.5630050882969115,215,208,92,116,4,3,44.23076923076923,1.535569358893294,1.4490639445829188,1.118967529347171,1.1958424915247847,94,116,True,-1.0,-1.0,True,NEGATIVE_REPLICATING,-0.4149336863250497,4.8097426274601744,6.0
H4A,C2_EXHAUSTION_X_STRUCTURE_CLEARANCE,exhaustion_state,ONE,session_level_clear_state,ALL_3_CLEARED,DISCOVERY,51.00539480137322,711,48.80450070323488,886,54.853273137697514,4.550160754182336,6.751054852320678,0.7022824178580436,127,126,70,56,0,1,55.55555555555556,1.2052348811541793,1.1739200954639,0.9707766212970365,0.8876080691642606,72,83,VALIDATION,49.45544554455446,654,48.776758409785934,961,51.925078043704474,6.659662369114606,7.33834950388313,4.19002986996459,141,139,78,61,0,2,56.115107913669064,1.7933041934606686,1.5123350792960857,1.226842634203695,0.8528830920809928,76,86,True,1.0,1.0,True,POSITIVE_REPLICATING,2.1095016149322703,4.550160754182336,7.0
