ma_definition,research_period,short_ma_state,total_n,binary_n,favorable_n,adverse_n,both_n,unresolved_n,favorable_first_pct,c3_confirmed_n,c3_confirmation_pct,avg_mfe_pct,avg_mae_pct,median_mfe_pct,median_mae_pct,symbol_n,trade_date_n,direction
CONTINUOUS,DISCOVERY,BOTH_OPPOSING,167,164,83,81,0,3,50.609756097560975,82,49.10179640718563,1.1410822679220707,1.1352182269312652,0.7735744361393101,0.7839428000302853,87,109,BEAR
CONTINUOUS,DISCOVERY,EMA20_ONLY_OPPOSING,70,69,33,36,0,1,47.82608695652174,32,45.714285714285715,1.2832576856007398,1.254033606814153,0.8845640869069691,0.9418934414095212,53,56,BEAR
CONTINUOUS,DISCOVERY,EMA9_ONLY_OPPOSING,14,14,6,8,0,0,42.857142857142854,5,35.714285714285715,1.147456425164523,0.959367962813988,0.8249311119954269,0.7148359723982709,13,12,BEAR
CONTINUOUS,DISCOVERY,UNKNOWN,1,1,0,1,0,0,0.0,0,0.0,0.026146244661799847,2.0508041646274813,0.026146244661799847,2.0508041646274813,1,1,BEAR
CONTINUOUS,DISCOVERY,BOTH_FAVORABLE,1867,1831,973,858,2,34,53.1403604587657,885,47.40224959828602,1.3011677461285394,1.2226098566844785,0.9188823484410438,0.8475612240739921,112,161,BULL
CONTINUOUS,DISCOVERY,BOTH_OPPOSING,153,147,73,74,1,5,49.65986394557823,75,49.01960784313726,1.0492106588199426,1.126791083522636,0.8314826796299926,0.7626422621142857,79,99,BULL
CONTINUOUS,DISCOVERY,EMA20_ONLY_OPPOSING,64,60,26,34,0,4,43.333333333333336,28,43.75,1.1228541775424956,1.2748633679964736,0.6813954572082794,1.044089788109591,49,51,BULL
CONTINUOUS,DISCOVERY,EMA9_ONLY_OPPOSING,13,13,7,6,0,0,53.84615384615385,5,38.46153846153846,1.8331743582684854,0.8336077721245382,1.3623776998338555,0.6608824072364853,12,11,BULL
CONTINUOUS,DISCOVERY,UNKNOWN,3,3,2,1,0,0,66.66666666666667,1,33.333333333333336,1.0799903232005652,0.3967920907984251,1.4438056786764348,0.2676087242726147,3,1,BULL
CONTINUOUS,VALIDATION,BOTH_FAVORABLE,1824,1787,909,878,22,15,50.86737548964745,870,47.69736842105263,1.6783731027935398,1.5456859864081476,1.1960293486029614,1.1154251420614592,112,161,BEAR
CONTINUOUS,VALIDATION,BOTH_OPPOSING,145,143,63,80,2,0,44.05594405594405,75,51.724137931034484,1.208062842912876,1.5331129276323352,0.9239815203695878,1.0591295083508274,79,94,BEAR
CONTINUOUS,VALIDATION,EMA20_ONLY_OPPOSING,53,51,22,29,1,1,43.13725490196079,23,43.39622641509434,1.4734874361629782,1.4528334942046144,1.067785624125813,0.95416734627304,41,38,BEAR
CONTINUOUS,VALIDATION,EMA9_ONLY_OPPOSING,10,9,5,4,1,0,55.55555555555556,5,50.0,0.831285129211695,2.238047629643446,0.7709986921379316,1.706417305203362,9,10,BEAR
CONTINUOUS,VALIDATION,BOTH_FAVORABLE,1926,1876,916,960,40,10,48.827292110874204,899,46.67705088265836,1.7522811370235574,1.5636250594030399,1.2194165852467465,1.1197270799335146,112,161,BULL
CONTINUOUS,VALIDATION,BOTH_OPPOSING,145,142,65,77,1,2,45.774647887323944,65,44.827586206896555,1.2750254362079612,1.4877999267092425,0.91968117719192,1.2125107112253695,82,88,BULL
CONTINUOUS,VALIDATION,EMA20_ONLY_OPPOSING,66,64,28,36,2,0,43.75,32,48.484848484848484,1.354241043154206,1.7063476849609807,0.8405659227571217,1.2532397389008287,53,51,BULL
CONTINUOUS,VALIDATION,EMA9_ONLY_OPPOSING,16,16,6,10,0,0,37.5,7,43.75,1.3715279900501796,0.8475134993300554,0.9018279136449296,0.7096772084852658,16,16,BULL
RTH_ONLY,DISCOVERY,BOTH_FAVORABLE,1506,1475,724,751,10,21,49.08474576271186,671,44.55511288180611,1.290340890788897,1.3016569807243261,0.9182728777106374,0.9539903717800007,112,158,BEAR
RTH_ONLY,DISCOVERY,BOTH_OPPOSING,589,572,298,274,1,16,52.0979020979021,285,48.38709677419355,1.3868266357838201,1.1782749033228928,0.962625577413838,0.8141592920353956,109,146,BEAR
RTH_ONLY,DISCOVERY,EMA20_ONLY_OPPOSING,37,37,18,19,0,0,48.648648648648646,21,56.75675675675676,1.1745432274551921,1.0204343922464907,1.0343295894409514,0.8473545509831759,33,31,BEAR
RTH_ONLY,DISCOVERY,EMA9_ONLY_OPPOSING,24,23,12,11,0,1,52.17391304347826,12,50.0,1.2678392304495043,1.4248245389419925,0.8579033278894168,0.9334673829201325,19,23,BEAR
RTH_ONLY,DISCOVERY,UNKNOWN,16,16,1,15,0,0,6.25,2,12.5,0.20343444775496894,1.8880746300429074,0.11031398987257529,1.662394230055881,16,1,BEAR
RTH_ONLY,DISCOVERY,BOTH_FAVORABLE,1648,1619,869,750,3,26,53.67510809141445,787,47.75485436893204,1.3070955608375674,1.211523166225122,0.9380809895837661,0.8513184617746932,112,160,BULL
RTH_ONLY,DISCOVERY,BOTH_OPPOSING,394,381,179,202,0,13,46.981627296587924,182,46.192893401015226,1.1882303267422714,1.242698230119474,0.8304350418061472,0.8339502910859107,108,129,BULL
RTH_ONLY,DISCOVERY,EMA20_ONLY_OPPOSING,27,26,16,10,0,1,61.53846153846154,10,37.03703703703704,1.242581539560457,1.1307744998246199,0.9040677169057033,0.8287495416208255,23,24,BULL
RTH_ONLY,DISCOVERY,EMA9_ONLY_OPPOSING,17,14,7,7,0,3,50.0,7,41.1764705882353,0.7601559254750305,1.358236630844352,0.49675200611386555,0.8826198135775034,16,17,BULL
RTH_ONLY,DISCOVERY,UNKNOWN,14,14,10,4,0,0,71.42857142857143,8,57.142857142857146,1.4296237509479777,0.6282825889272114,1.3912452135716529,0.334677005587365,14,1,BULL
RTH_ONLY,VALIDATION,BOTH_FAVORABLE,1456,1428,717,711,22,6,50.21008403361345,692,47.527472527472526,1.5864664694684545,1.5805628990458658,1.1666993516253426,1.137545111677013,112,159,BEAR
RTH_ONLY,VALIDATION,BOTH_OPPOSING,525,511,260,251,4,10,50.88062622309198,260,49.523809523809526,1.7960684966846974,1.4443368976096858,1.2010529779532808,1.002004008016032,107,136,BEAR
RTH_ONLY,VALIDATION,EMA20_ONLY_OPPOSING,39,39,17,22,0,0,43.58974358974359,16,41.02564102564103,1.6153846797208689,1.6330361690886037,1.1067755552009741,1.4132921716093543,32,32,BEAR
RTH_ONLY,VALIDATION,EMA9_ONLY_OPPOSING,12,12,5,7,0,0,41.666666666666664,5,41.666666666666664,0.5915161926574303,1.479033529509012,0.5991165897859565,1.2787287114156838,12,11,BEAR
RTH_ONLY,VALIDATION,BOTH_FAVORABLE,1554,1511,746,765,36,7,49.371277299801456,725,46.653796653796654,1.7286242414579438,1.519203138483614,1.1753430491566121,1.0966244689934,112,158,BULL
RTH_ONLY,VALIDATION,BOTH_OPPOSING,549,538,245,293,6,5,45.53903345724907,251,45.71948998178507,1.6644331276118267,1.6602205761106137,1.1995386389849965,1.205439934061407,108,141,BULL
RTH_ONLY,VALIDATION,EMA20_ONLY_OPPOSING,42,41,18,23,1,0,43.90243902439025,21,50.0,1.2818780063036637,1.8059141526693736,0.6875890779292133,1.3446167652574457,32,38,BULL
RTH_ONLY,VALIDATION,EMA9_ONLY_OPPOSING,8,8,6,2,0,0,75.0,6,75.0,2.1502225371519326,0.662606134927981,1.88566279377051,0.3683725859997913,8,7,BULL
