quarter,state,total_n,binary_n,favorable_n,adverse_n,both_n,unresolved_n,favorable_first_pct,c3_confirmed_n,c3_confirmation_pct,avg_mfe_pct,avg_mae_pct,median_mfe_pct,median_mae_pct,symbol_n,trade_date_n,direction
2025Q2,MODERATE_OPPOSING,50,49,31,18,0,1,63.265306122448976,29,58.0,1.2567301708444787,0.961037368131836,1.2150098383478303,0.6684394315086658,38,18,BULL
2025Q2,STRONG_ALIGNED,81,81,45,36,0,0,55.55555555555556,38,46.91358024691358,1.7579765747708127,1.1992463624220218,1.4070555392962472,0.8209678241803138,53,19,BULL
2025Q2,STRONG_OPPOSING,19,19,6,13,0,0,31.57894736842105,8,42.10526315789474,1.2880659965823178,1.0906912598642995,1.3376089122824983,0.9278545729975421,16,8,BULL
2025Q2,UNKNOWN,58,56,40,16,0,2,71.42857142857143,34,58.62068965517241,1.4071615972588363,0.9347596301101112,1.2087938245852592,0.45958900428979943,37,6,BULL
2025Q3,MODERATE_ALIGNED,222,218,87,131,1,3,39.908256880733944,78,35.13513513513514,0.9607260034055879,1.3026316505334605,0.7386600142932663,0.9862640452520446,95,60,BEAR
2025Q3,MODERATE_OPPOSING,277,265,118,147,3,9,44.528301886792455,122,44.04332129963899,0.9986731053520892,1.170381762115872,0.7427666998054078,0.854657631232931,100,64,BEAR
2025Q3,STRONG_ALIGNED,134,132,59,73,1,1,44.696969696969695,41,30.597014925373134,1.17434990008721,1.439664658498507,0.9178745276609901,1.0396942745504907,71,55,BEAR
2025Q3,STRONG_OPPOSING,222,218,101,117,3,1,46.330275229357795,92,41.44144144144144,1.3189516987056644,1.3561609348350583,0.9704971483861695,0.8897808873518727,84,63,BEAR
2025Q3,MODERATE_ALIGNED,240,234,113,121,0,6,48.29059829059829,105,43.75,1.133157767945811,1.063497130127089,0.8365194532894342,0.8234280520653864,99,61,BULL
2025Q3,MODERATE_OPPOSING,232,230,111,119,1,1,48.26086956521739,110,47.41379310344828,1.1067504316398558,1.1001070850611159,0.8492905910213621,0.8310718977933744,96,58,BULL
2025Q3,STRONG_ALIGNED,167,164,88,76,0,3,53.65853658536585,83,49.70059880239521,1.5054604963613922,1.3454192689096642,1.0328638497652591,0.9574944071588307,71,57,BULL
2025Q3,STRONG_OPPOSING,131,129,66,63,0,2,51.16279069767442,54,41.221374045801525,1.172523698192625,1.3748029160537685,0.9109086869584551,0.9949687067195363,69,47,BULL
2025Q4,FLAT,1,1,1,0,0,0,100.0,0,0.0,1.375475563359669,0.8892512228772145,1.375475563359669,0.8892512228772145,1,1,BEAR
2025Q4,MODERATE_ALIGNED,243,238,129,109,1,4,54.20168067226891,115,47.325102880658434,1.4098268561370635,1.137458257496485,1.0905467559423188,0.7559572719802821,101,61,BEAR
2025Q4,MODERATE_OPPOSING,236,223,123,100,1,12,55.15695067264574,112,47.45762711864407,1.3469538907889493,1.1039735653866503,0.9408901860162793,0.7583826279858148,96,57,BEAR
2025Q4,STRONG_ALIGNED,153,152,74,78,0,1,48.68421052631579,71,46.40522875816993,1.9825577485810852,1.39099158744808,1.5828499798160045,1.0184307096029352,71,51,BEAR
2025Q4,STRONG_OPPOSING,181,180,93,87,1,0,51.666666666666664,86,47.51381215469613,1.6805270452814662,1.583273896559008,1.1585240482705088,1.084147494484714,80,56,BEAR
2025Q4,MODERATE_ALIGNED,291,275,146,129,1,15,53.09090909090909,129,44.329896907216494,1.0655172071350696,1.1586654451294136,0.7529280535415592,0.7718924673941915,96,59,BULL
2025Q4,MODERATE_OPPOSING,244,235,134,101,0,9,57.02127659574468,132,54.09836065573771,1.1138059388756854,1.1028881225636933,0.7202476771198216,0.7851952890416274,92,63,BULL
2025Q4,STRONG_ALIGNED,210,208,94,114,0,2,45.19230769230769,89,42.38095238095238,1.3687127348625776,1.385735141606695,0.9173481987276562,0.9895434501029545,82,56,BULL
2025Q4,STRONG_OPPOSING,143,141,74,67,1,1,52.4822695035461,77,53.84615384615385,1.5758940338462812,1.787920947879965,1.162547443292195,1.1928934010152257,75,49,BULL
2026Q1,MODERATE_ALIGNED,215,215,115,100,0,0,53.48837209302326,96,44.651162790697676,1.4720890242199545,1.181785624102932,1.0885885885885853,0.8894659957799087,92,54,BEAR
2026Q1,MODERATE_OPPOSING,162,161,84,77,1,0,52.17391304347826,72,44.44444444444444,1.4593061391271585,1.2692254251677564,1.1952268890905622,0.923540577984348,85,53,BEAR
2026Q1,STRONG_ALIGNED,189,187,99,88,2,0,52.94117647058823,99,52.38095238095238,1.7900556437029203,1.75091632732449,1.3336264380449867,1.4443054827127058,78,55,BEAR
2026Q1,STRONG_OPPOSING,167,163,97,66,4,0,59.50920245398773,84,50.29940119760479,2.114010070680849,1.3066957271342952,1.5188788766653625,0.918554807103494,73,53,BEAR
2026Q1,MODERATE_ALIGNED,232,229,117,112,2,1,51.09170305676856,103,44.39655172413793,1.3866490242694398,1.4696726446033905,0.9727543441291144,1.0572717116773398,86,60,BULL
2026Q1,MODERATE_OPPOSING,218,214,116,98,1,3,54.205607476635514,118,54.12844036697248,1.4896743460034214,1.2734231153212776,1.1749182751138547,0.964056429229679,92,55,BULL
2026Q1,STRONG_ALIGNED,194,186,87,99,8,0,46.774193548387096,89,45.876288659793815,1.830710727553297,1.671886559787801,1.357986305975004,1.1808819823533374,84,54,BULL
2026Q1,STRONG_OPPOSING,192,186,95,91,6,0,51.075268817204304,81,42.1875,1.8312950419467082,1.67815780365096,1.3593984324330632,1.288426615970164,77,57,BULL
2026Q2,MODERATE_ALIGNED,161,158,71,87,1,2,44.936708860759495,83,51.5527950310559,1.4144210853885117,1.4865847924162936,1.0864140657990649,1.1503782775417135,80,51,BEAR
2026Q2,MODERATE_OPPOSING,191,187,99,88,1,3,52.94117647058823,106,55.49738219895288,1.3572794053700161,1.4408087350703824,0.9955905599156979,0.9199716931786561,92,57,BEAR
2026Q2,STRONG_ALIGNED,169,165,77,88,4,0,46.666666666666664,69,40.828402366863905,1.9356169200434976,1.9938570037726813,1.353965183752411,1.5280978549902509,74,57,BEAR
2026Q2,STRONG_OPPOSING,281,271,144,127,7,3,53.13653136531365,131,46.619217081850536,1.734578037905031,1.7742549400070857,1.3244452241031535,1.4023897086874806,90,57,BEAR
2026Q2,MODERATE_ALIGNED,215,210,104,106,2,3,49.523809523809526,90,41.86046511627907,1.4300874014898517,1.2022309493941068,1.0250430726927744,0.9223029625489184,92,58,BULL
2026Q2,MODERATE_OPPOSING,185,185,92,93,0,0,49.729729729729726,98,52.972972972972975,1.6426673673349723,1.26979282848789,1.1031017911751757,0.908981168517621,90,58,BULL
2026Q2,STRONG_ALIGNED,236,233,125,108,2,1,53.648068669527895,125,52.96610169491525,2.26153944848293,1.7376188439370661,1.531661863604676,1.159921562508388,82,60,BULL
2026Q2,STRONG_OPPOSING,189,184,87,97,5,0,47.28260869565217,76,40.21164021164021,2.224144255529427,1.6719619700765445,1.6652474217049709,1.1958424915247847,88,55,BULL
2026Q3,MODERATE_ALIGNED,120,113,52,61,1,6,46.017699115044245,55,45.833333333333336,1.4513794463229743,1.3321941531575794,1.0242274591932325,0.9825744352654815,69,36,BEAR
2026Q3,MODERATE_OPPOSING,156,156,66,90,0,0,42.30769230769231,73,46.794871794871796,1.0879069143457016,1.4180558873163667,0.7832507270458944,1.1197637544772632,75,40,BEAR
2026Q3,STRONG_ALIGNED,118,116,57,59,2,0,49.13793103448276,54,45.76271186440678,2.0853715650235856,1.726658832954968,1.588654313139362,1.3474707880434815,59,34,BEAR
2026Q3,STRONG_OPPOSING,164,162,89,73,1,1,54.93827160493827,94,57.31707317073171,1.9669728377966842,1.6285791724177479,1.290230953617389,0.9846397618215439,83,38,BEAR
2026Q3,MODERATE_ALIGNED,145,142,68,74,2,1,47.88732394366197,60,41.37931034482759,1.4206535730410998,1.3259049326869417,1.1440692700907675,0.9537953795379494,78,38,BULL
2026Q3,MODERATE_OPPOSING,104,101,50,51,1,2,49.504950495049506,56,53.84615384615385,1.5627326009929317,1.4030472070658522,1.019180230532161,0.9277963595038567,65,37,BULL
2026Q3,STRONG_ALIGNED,153,143,50,93,9,1,34.96503496503497,63,41.1764705882353,1.5997428139014425,1.8396612115632631,1.2186335014567349,1.5295396882928696,71,38,BULL
2026Q3,STRONG_OPPOSING,135,130,68,62,5,0,52.30769230769231,69,51.111111111111114,1.7897514145525908,1.9753124681224588,1.2966393225721142,1.379833206974976,66,39,BULL
